Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,e0_st6,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,producto0,producto1,producto2,producto3,producto4,producto5,producto6,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,Productividad_especifica_global
4022,91.07440824338737,1.212583474695573,0.48994302704720594,59.23327767410363,188.70789454088998,0.9,6,1.019859063127221,0.9831024832574313,59.23327767410363,1.5571319808959002e-10,0.0,0.0,0.0,0.0,0.0,0.0,54.42365195411415,0.0,0.0,0.0,0.0,0.0,0.0,176.18703423894027,176.18703423894027,176.18703423894027,176.18703423894027,176.18703423894027,176.18703423894027,0.0,3.237324727629224,0.0,0.0,0.0,0.0,0.0,19.423948365775342
4023,104.99241403668536,1.163388302853743,0.1427541893114975,54.904816406639,216.00941003704114,0.9,6,0.928433224045338,0.980804794875753,54.904816406639,1.385269344055169,2.3050430096900496e-17,0.0,0.0,0.0,0.0,0.0,25.77652186587611,270.6382350292614,0.0,0.0,0.0,0.0,0.0,184.0277317457489,368.0554634914978,368.0554634914978,368.0554634914978,368.0554634914978,368.0554634914978,0.0,7.139354669466537,1.2416907557058792,0.0,0.0,0.0,0.0,6.829299156382336
4024,86.60838043477877,0.7131570076589392,1.1624779420533673,71.39934726628866,185.50363037137788,0.9,6,1.0107045766227047,0.9064878476094318,71.39934726628866,1.0102288383095396e-12,0.0,0.0,0.0,0.0,0.0,0.0,27.43203273965126,0.0,0.0,0.0,0.0,0.0,0.0,186.14748319222218,186.14748319222218,186.14748319222218,186.14748319222218,186.14748319222218,186.14748319222218,0.0,6.7857706703287,0.0,0.0,0.0,0.0,0.0,40.7146240219722
4025,89.76597837597222,1.2020297053222242,1.312960867056421,58.692172256586424,197.3002502380316,0.9,6,0.9214742356090312,1.0481945333518534,58.692172256586424,2.2154783735148243e-11,0.0,0.0,0.0,0.0,0.0,0.0,21.78684434302152,0.0,0.0,0.0,0.0,0.0,0.0,156.1030727979186,156.1030727979186,156.1030727979186,156.1030727979186,156.1030727979186,156.1030727979186,0.0,7.165015288132791,0.0,0.0,0.0,0.0,0.0,42.99009172879674
4026,100.9386102467489,0.8491820950136177,0.3981038944884583,56.995252461200614,213.9941966082982,0.9,6,1.0187565872015325,0.9436037184409458,56.995252461200614,1.6991313547663856e-11,0.0,0.0,0.0,0.0,0.0,0.0,72.44663326269684,0.0,0.0,0.0,0.0,0.0,0.0,207.93389623349884,207.93389623349884,207.93389623349884,207.93389623349884,207.93389623349884,207.93389623349884,0.0,2.870166450378932,0.0,0.0,0.0,0.0,0.0,17.220998702273594
4027,101.5952677551767,1.1063672848358181,0.5620859512898086,74.76778562371426,195.27813631801996,0.9,6,1.056377854948835,0.9120771762125262,74.76778562371426,1.6560989456400975e-11,0.0,0.0,0.0,0.0,0.0,0.0,51.83968443054778,0.0,0.0,0.0,0.0,0.0,0.0,203.555964043301,203.555964043301,203.555964043301,203.555964043301,203.555964043301,203.555964043301,0.0,3.926643579708035,0.0,0.0,0.0,0.0,0.0,23.559861478248205
4028,93.0274819993264,0.9609940692101782,0.8505908165950635,69.64782458789543,207.76959058036255,0.9,6,1.0250552238179726,1.05123891927547,69.64782458789543,1.2905166607021492e-11,0.0,0.0,0.0,0.0,0.0,0.0,34.46644881046708,0.0,0.0,0.0,0.0,0.0,0.0,182.3351192986054,182.3351192986054,182.3351192986054,182.3351192986054,182.3351192986054,182.3351192986054,0.0,5.290220652010783,0.0,0.0,0.0,0.0,0.0,31.741323912064697
4029,99.83393006550598,1.1641029067613935,2.0028061718914936,62.861262544390584,183.98366509998084,0.9,6,0.9824240807033134,0.9695947641502614,62.861262544390584,2.219722697119201e-15,0.0,0.0,0.0,0.0,0.0,0.0,18.9146232750259,0.0,0.0,0.0,0.0,0.0,0.0,167.77626154758937,167.77626154758937,167.77626154758937,167.77626154758937,167.77626154758937,167.77626154758937,0.0,8.87018784926657,0.0,0.0,0.0,0.0,0.0,53.221127095599414
4030,94.87142875574884,1.2768369291769313,1.3641550649681096,71.17868175789941,215.92633563237365,0.9,6,1.0828691272395028,1.0472719265523585,71.17868175789941,5.315470760477496e-13,0.0,0.0,0.0,0.0,0.0,0.0,23.844927035349546,0.0,0.0,0.0,0.0,0.0,0.0,200.93918400504964,200.93918400504964,200.93918400504964,200.93918400504964,200.93918400504964,200.93918400504964,0.0,8.426915448605149,0.0,0.0,0.0,0.0,0.0,50.56149269163088
4031,79.96776989151192,1.2108875930048175,1.6188161801029297,56.04238369506323,233.22569927654303,0.9,6,0.9252929860039159,0.9151362593277591,56.04238369506323,2.6279310074921787e-15,0.0,0.0,0.0,0.0,0.0,0.0,23.22603904370664,0.0,0.0,0.0,0.0,0.0,0.0,212.23275916252183,212.23275916252183,212.23275916252183,212.23275916252183,212.23275916252183,212.23275916252183,0.0,9.137707844335546,0.0,0.0,0.0,0.0,0.0,54.82624706601328
4032,95.89378888414706,1.1093397317774398,1.5506939545238925,62.10287790128436,188.88099772472546,0.9,6,0.972510815473058,1.0779065934370224,62.10287790128436,1.6929473256286274e-13,0.0,0.0,0.0,0.0,0.0,0.0,21.626399878801635,0.0,0.0,0.0,0.0,0.0,0.0,153.37129656571932,153.37129656571932,153.37129656571932,153.37129656571932,153.37129656571932,153.37129656571932,0.0,7.091855205916869,0.0,0.0,0.0,0.0,0.0,42.55113123550122
4033,100.74287281565097,1.1610878642080145,1.3547180448182936,68.48597294406484,158.68688622187366,0.9,6,1.0179363797446945,0.9831190606486815,68.48597294406484,1.8936665932393098e-13,0.0,0.0,0.0,0.0,0.0,0.0,24.744425853607773,0.0,0.0,0.0,0.0,0.0,0.0,147.87612695695535,147.87612695695535,147.87612695695535,147.87612695695535,147.87612695695535,147.87612695695535,0.0,5.976138942637652,0.0,0.0,0.0,0.0,0.0,35.856833655825916
4034,95.04115219520793,1.1044404210334717,1.8032869556423055,70.47947017567358,210.23220003336678,0.9,6,0.9375948573859298,1.014817231176971,70.47947017567358,2.6693728824565224e-15,0.0,0.0,0.0,0.0,0.0,0.0,20.96851761251207,0.0,0.0,0.0,0.0,0.0,0.0,174.81114943391893,174.81114943391893,174.81114943391893,174.81114943391893,174.81114943391893,174.81114943391893,0.0,8.336838715275123,0.0,0.0,0.0,0.0,0.0,50.02103229165075
4035,69.17678799049177,1.0528569660111275,2.1865372833414676,40.640795195635974,222.89669434301092,0.9,6,0.9054828173614644,1.002850156325062,40.640795195635974,4.315288934124452e-15,0.0,0.0,0.0,0.0,0.0,0.0,16.821750428105492,0.0,0.0,0.0,0.0,0.0,0.0,181.12996538035298,181.12996538035298,181.12996538035298,181.12996538035298,181.12996538035298,181.12996538035298,0.0,10.76760508096257,0.0,0.0,0.0,0.0,0.0,64.60563048577542
4036,114.38277086026153,0.7275052074204339,1.331896022301357,65.20094864017308,205.35914444058616,0.9,6,1.062135406138185,0.958224298887216,65.20094864017308,1.3351316510281034e-13,0.0,0.0,0.0,0.0,0.0,0.0,25.393911956439666,0.0,0.0,0.0,0.0,0.0,0.0,204.86570491283118,204.86570491283118,204.86570491283118,204.86570491283118,204.86570491283118,204.86570491283118,0.0,8.067512609489027,0.0,0.0,0.0,0.0,0.0,48.405075656934166
4037,85.7401239887244,0.9523381040792782,1.3330842082393806,53.43206728959472,156.2965210113533,0.9,6,1.0516577605493984,1.0689727931837074,53.43206728959472,1.1546959685788357e-13,0.0,0.0,0.0,0.0,0.0,0.0,25.330868071446474,0.0,0.0,0.0,0.0,0.0,0.0,138.388371794784,138.388371794784,138.388371794784,138.388371794784,138.388371794784,138.388371794784,0.0,5.46323052982059,0.0,0.0,0.0,0.0,0.0,32.779383178923545
4038,95.10566451265922,1.039711892109234,1.5734554310229873,51.80379004119544,164.3093435868137,0.9,6,1.0591988853747667,1.0407456300038243,51.80379004119544,2.6521927077979217e-15,0.0,0.0,0.0,0.0,0.0,0.0,23.839793764710823,0.0,0.0,0.0,0.0,0.0,0.0,150.5004121178542,150.5004121178542,150.5004121178542,150.5004121178542,150.5004121178542,150.5004121178542,0.0,6.31299136239318,0.0,0.0,0.0,0.0,0.0,37.877948174359084
4039,116.54276414258857,0.9514015002842465,0.7901846056277024,61.25962280019958,216.60781536525892,0.9,6,1.040030534578067,1.0677301290671906,61.25962280019958,2.920917717740104e-13,0.0,0.0,0.0,0.0,0.0,0.0,41.73306979696701,0.0,0.0,0.0,0.0,0.0,0.0,189.88961937829416,189.88961937829416,189.88961937829416,189.88961937829416,189.88961937829416,189.88961937829416,0.0,4.550099484703964,0.0,0.0,0.0,0.0,0.0,27.30059690822379
4040,95.58245959997332,0.8683757174337535,2.242501076984354,67.25281814007654,192.20235058127219,0.9,6,1.0452305191742601,0.9331250033987577,67.25281814007654,2.7568151516543326e-15,0.0,0.0,0.0,0.0,0.0,0.0,16.82637284875114,0.0,0.0,0.0,0.0,0.0,0.0,193.76416424119085,193.76416424119085,193.76416424119085,193.76416424119085,193.76416424119085,193.76416424119085,0.0,11.515504023528878,0.0,0.0,0.0,0.0,0.0,69.09302414117327
4041,97.6725670579852,0.996545479693513,0.11449967458893104,46.8558428596926,173.02689753428507,0.9,6,1.0503789768333405,0.9691433971593825,46.8558428596926,3.1234896805112893,3.412283922886113e-16,0.0,0.0,0.0,0.0,0.0,23.651812642216296,320.9872049398469,0.0,0.0,0.0,0.0,0.0,168.77732904797213,337.55465809594426,337.55465809594426,337.55465809594426,337.55465809594426,337.55465809594426,0.0,7.1359151876047004,0.9794441165256861,0.0,0.0,0.0,0.0,5.386942640891273
4042,79.4245724625382,1.1599014331464503,1.527783573640209,68.05992266505316,191.16469585910332,0.9,6,1.0486449606768309,0.98173244593259,68.05992266505316,1.4835647074152664e-14,0.0,0.0,0.0,0.0,0.0,0.0,23.60421507276405,0.0,0.0,0.0,0.0,0.0,0.0,183.77461824986807,183.77461824986807,183.77461824986807,183.77461824986807,183.77461824986807,183.77461824986807,0.0,7.785669537552985,0.0,0.0,0.0,0.0,0.0,46.71401722531792
4043,102.1139220363981,1.1405646202249144,0.9506737920058917,53.61523796447699,174.0385170409711,0.9,6,0.9025454557466128,0.9133771920591904,53.61523796447699,6.965423336743637e-13,0.0,0.0,0.0,0.0,0.0,0.0,33.633493854446236,0.0,0.0,0.0,0.0,0.0,0.0,154.7771354936853,154.7771354936853,154.7771354936853,154.7771354936853,154.7771354936853,154.7771354936853,0.0,4.601875028610038,0.0,0.0,0.0,0.0,0.0,27.61125017166023
4044,106.83758849458397,0.8871197669226958,0.5594092117046915,72.57566842182159,161.5055684956725,0.9,6,0.9978016649616201,0.9232342041781225,72.57566842182159,4.757662969418295e-11,0.0,0.0,0.0,0.0,0.0,0.0,50.14810014038556,0.0,0.0,0.0,0.0,0.0,0.0,157.0949949369698,157.0949949369698,157.0949949369698,157.0949949369698,157.0949949369698,157.0949949369698,0.0,3.132621066345386,0.0,0.0,0.0,0.0,0.0,18.795726398072315
4045,100.55352953120483,1.111531667316169,2.2282238226409934,55.331488758424776,191.28182156138408,0.9,6,1.0217728400809147,0.912929261202242,55.331488758424776,7.304634680607921e-15,0.0,0.0,0.0,0.0,0.0,0.0,16.409307338148192,0.0,0.0,0.0,0.0,0.0,0.0,192.6785793169969,192.6785793169969,192.6785793169969,192.6785793169969,192.6785793169969,192.6785793169969,0.0,11.742030016651567,0.0,0.0,0.0,0.0,0.0,70.4521800999094
4046,90.87487780211725,1.2175790714493107,1.0526017378249817,69.9205830148496,181.63307296441957,0.9,6,0.9229935083793066,0.9753932881778509,69.9205830148496,2.1716193006889351e-10,0.0,0.0,0.0,0.0,0.0,0.0,25.173564641395938,0.0,0.0,0.0,0.0,0.0,0.0,154.68789293157246,154.68789293157246,154.68789293157246,154.68789293157246,154.68789293157246,154.68789293157246,0.0,6.144854538288171,0.0,0.0,0.0,0.0,0.0,36.86912722972903
4047,97.99691193308884,0.9120661701456194,1.9332537560229608,65.29544604144519,191.0440325460926,0.9,6,0.9913186568909538,1.0917117492543933,65.29544604144519,5.633496426043671e-14,0.0,0.0,0.0,0.0,0.0,0.0,17.941971251556822,0.0,0.0,0.0,0.0,0.0,0.0,156.12817439399365,156.12817439399365,156.12817439399365,156.12817439399365,156.12817439399365,156.12817439399365,0.0,8.701840628601298,0.0,0.0,0.0,0.0,0.0,52.21104377160779
4048,85.91350228853929,1.2721297362080655,0.11584193901788353,66.54559663255804,162.4574456441033,0.9,6,1.0589893807970054,1.0981874058572845,66.54559663255804,35.21729491562495,3.8889931986918502,1.7854197825455378e-13,3.0097243771420034e-17,0.0,0.0,0.0,5.493261654410699,19.020632830700965,265.1207603717526,75.0,0.0,0.0,0.0,140.99291065060967,281.98582130121935,422.978731951829,563.9716426024387,563.9716426024387,563.9716426024387,0.0,25.666520096926817,11.503101699017323,1.4603871631344065,1.5466759264113918,0.0,0.0,6.960041668851263
4049,87.94416552125718,1.045325036314748,1.5816471891476955,73.5196704590647,180.8580574323303,0.9,6,1.0947863733320857,0.9267842177351705,73.5196704590647,6.4160614381671935e-12,0.0,0.0,0.0,0.0,0.0,0.0,19.011679641113048,0.0,0.0,0.0,0.0,0.0,0.0,192.27867684376702,192.27867684376702,192.27867684376702,192.27867684376702,192.27867684376702,192.27867684376702,0.0,10.113713279070906,0.0,0.0,0.0,0.0,0.0,60.68227967442543
4050,83.21802617100327,0.9333474706736499,2.0562466728527484,60.35819509455559,152.27189507756273,0.9,6,0.9760796985391588,0.972900673768429,60.35819509455559,3.161057125351218e-15,0.0,0.0,0.0,0.0,0.0,0.0,18.231356731639796,0.0,0.0,0.0,0.0,0.0,0.0,137.4925092618486,137.4925092618486,137.4925092618486,137.4925092618486,137.4925092618486,137.4925092618486,0.0,7.541540176394871,0.0,0.0,0.0,0.0,0.0,45.24924105836922
4051,102.47711302729883,1.0529165843316484,1.1673617946705248,50.20746700342136,149.77655957315665,0.9,6,1.003528965520139,1.0423177505536216,50.20746700342136,3.0066140011679357e-13,0.0,0.0,0.0,0.0,0.0,0.0,28.053818096623754,0.0,0.0,0.0,0.0,0.0,0.0,129.782500803621,129.782500803621,129.782500803621,129.782500803621,129.782500803621,129.782500803621,0.0,4.626197416573403,0.0,0.0,0.0,0.0,0.0,27.75718449944042
4052,76.90028332282594,0.7341703282157768,0.21743257758543952,62.129442100258665,163.52235585149938,0.9,6,0.9261377649807332,0.9688204400127811,62.129442100258665,2.3910734148105085e-14,1.5784135586742803e-15,0.0,0.0,0.0,0.0,0.0,163.239884693904,12.5,0.0,0.0,0.0,0.0,0.0,140.68634457549683,281.37268915099366,281.37268915099366,281.37268915099366,281.37268915099366,281.37268915099366,0.0,0.8618380540962891,1.6010747340654983,0.0,0.0,0.0,0.0,8.80591103736024
4053,87.11033796906577,1.2966890570242824,0.7390889167536699,69.18512226813581,196.74162556319547,0.9,6,1.0408589099996337,0.9077032464490137,69.18512226813581,4.492330093807538e-13,0.0,0.0,0.0,0.0,0.0,0.0,44.20039293350474,0.0,0.0,0.0,0.0,0.0,0.0,203.04240098593692,203.04240098593692,203.04240098593692,203.04240098593692,203.04240098593692,203.04240098593692,0.0,4.593678641983902,0.0,0.0,0.0,0.0,0.0,27.56207185190341
4054,99.60759506995157,0.7032164186585137,1.8368804774911667,55.10977142521027,217.07501051852637,0.9,6,1.0557427775258275,0.9278674029622423,55.10977142521027,2.762145097336531e-14,0.0,0.0,0.0,0.0,0.0,0.0,19.178989154085688,0.0,0.0,0.0,0.0,0.0,0.0,222.2923624907672,222.2923624907672,222.2923624907672,222.2923624907672,222.2923624907672,222.2923624907672,0.0,11.590410772165873,0.0,0.0,0.0,0.0,0.0,69.54246463299523
4055,116.29593732112636,1.011918534241716,2.264139649380933,67.23041911447183,176.07911050585588,0.9,6,0.9828577333664165,1.0138428040434195,67.23041911447183,2.6628943187900215e-14,0.0,0.0,0.0,0.0,0.0,0.0,15.663743842430753,0.0,0.0,0.0,0.0,0.0,0.0,153.62800157902365,153.62800157902365,153.62800157902365,153.62800157902365,153.62800157902365,153.62800157902365,0.0,9.807872442529877,0.0,0.0,0.0,0.0,0.0,58.84723465517928
4056,100.04097930887838,1.1026993530705116,1.8610221464368317,67.75268710595353,175.29895683159555,0.9,6,1.019473934705553,0.9954670267413191,67.75268710595353,1.086204750594557e-15,0.0,0.0,0.0,0.0,0.0,0.0,20.779951947270956,0.0,0.0,0.0,0.0,0.0,0.0,161.5738555101264,161.5738555101264,161.5738555101264,161.5738555101264,161.5738555101264,161.5738555101264,0.0,7.77546819742988,0.0,0.0,0.0,0.0,0.0,46.65280918457927
4057,92.46724756957666,1.2986352786835385,0.6276124361417853,64.30321277304746,168.98345840773456,0.9,6,1.091421824413283,1.0357588352650522,64.30321277304746,2.3983314714283614e-11,0.0,0.0,0.0,0.0,0.0,0.0,45.59704476042761,0.0,0.0,0.0,0.0,0.0,0.0,160.2583587727305,160.2583587727305,160.2583587727305,160.2583587727305,160.2583587727305,160.2583587727305,0.0,3.514665470421325,0.0,0.0,0.0,0.0,0.0,21.087992822527948
4058,91.70344106242209,0.8190575603102354,1.0407290489891785,47.152522312825646,201.14210939492403,0.9,6,0.994972986472638,1.0571700756289655,47.152522312825646,4.067210634744664e-15,0.0,0.0,0.0,0.0,0.0,0.0,35.54162970392512,0.0,0.0,0.0,0.0,0.0,0.0,170.377381003624,170.377381003624,170.377381003624,170.377381003624,170.377381003624,170.377381003624,0.0,4.7937413794170505,0.0,0.0,0.0,0.0,0.0,28.762448276502305
4059,81.06440856549239,0.8075133477409118,2.1171204895335474,61.88585023768598,178.460490327522,0.9,6,1.0252324094040166,1.0432108430239488,61.88585023768598,6.578689893982637e-15,0.0,0.0,0.0,0.0,0.0,0.0,17.372762919436468,0.0,0.0,0.0,0.0,0.0,0.0,157.84645235894715,157.84645235894715,157.84645235894715,157.84645235894715,157.84645235894715,157.84645235894715,0.0,9.085857735521744,0.0,0.0,0.0,0.0,0.0,54.51514641313046
4060,100.02909223340623,1.1722046044386285,0.2934136594191774,64.45259679638721,201.92465098136935,0.9,6,0.9068368613638277,0.9546881311598613,64.45259679638721,2.799626383947e-14,1.8255836926277146e-17,0.0,0.0,0.0,0.0,0.0,120.55551680239115,25.0,0.0,0.0,0.0,0.0,0.0,172.6233307781035,345.246661556207,345.246661556207,345.246661556207,345.246661556207,345.246661556207,0.0,1.4318990566069194,2.3719242605206112,0.0,0.0,0.0,0.0,13.045583432863364
4061,99.0920643581234,1.0344569501908443,1.408767529946874,60.72548925610275,183.81332598564902,0.9,6,1.0982004507919503,1.0308319354688174,60.72548925610275,1.4728614089657703e-13,0.0,0.0,0.0,0.0,0.0,0.0,23.888087977515415,0.0,0.0,0.0,0.0,0.0,0.0,176.24355965502824,176.24355965502824,176.24355965502824,176.24355965502824,176.24355965502824,176.24355965502824,0.0,7.377884735727569,0.0,0.0,0.0,0.0,0.0,44.26730841436542
4062,80.1930080084704,1.1264484510869917,1.6145493364155254,64.45767708730808,201.4571959175629,0.9,6,1.014560906708201,0.977245854680696,64.45767708730808,2.164116902307972e-12,0.0,0.0,0.0,0.0,0.0,0.0,19.215899368626637,0.0,0.0,0.0,0.0,0.0,0.0,188.23465450034269,188.23465450034269,188.23465450034269,188.23465450034269,188.23465450034269,188.23465450034269,0.0,9.795776449978144,0.0,0.0,0.0,0.0,0.0,58.77465869986886
4063,102.58487087602832,1.0926158731221705,1.647998396621013,65.15736392346616,194.4146966663372,0.9,6,1.0146810932930717,0.9728519200067348,65.15736392346616,1.900636573970154e-15,0.0,0.0,0.0,0.0,0.0,0.0,23.102809402884287,0.0,0.0,0.0,0.0,0.0,0.0,182.49645358961396,182.49645358961396,182.49645358961396,182.49645358961396,182.49645358961396,182.49645358961396,0.0,7.899318667574259,0.0,0.0,0.0,0.0,0.0,47.39591200544556
4064,106.77005887836741,0.7764894675543123,2.0045901174206207,57.16592557560224,182.30157977470031,0.9,6,1.0937258260338485,0.9690020778410426,57.16592557560224,4.7635225773863485e-15,0.0,0.0,0.0,0.0,0.0,0.0,18.469484936349705,0.0,0.0,0.0,0.0,0.0,0.0,185.18964555116355,185.18964555116355,185.18964555116355,185.18964555116355,185.18964555116355,185.18964555116355,0.0,10.026789928867625,0.0,0.0,0.0,0.0,0.0,60.16073957320575
4065,94.0591502119423,0.8510839503919776,1.3294479057739967,62.49024600869116,205.15217054623446,0.9,6,0.9211899154073127,1.0353064781649497,62.49024600869116,3.5576474129687176e-14,0.0,0.0,0.0,0.0,0.0,0.0,26.403518440102207,0.0,0.0,0.0,0.0,0.0,0.0,164.28536202098627,164.28536202098627,164.28536202098627,164.28536202098627,164.28536202098627,164.28536202098627,0.0,6.222101133743838,0.0,0.0,0.0,0.0,0.0,37.33260680246302
4066,106.2004949173388,1.2366139776972407,1.8565965467488847,55.85058132258828,173.93447515047203,0.9,6,0.9994526493777813,1.0759265670736715,55.85058132258828,2.2838527517159347e-15,0.0,0.0,0.0,0.0,0.0,0.0,20.32514418647001,0.0,0.0,0.0,0.0,0.0,0.0,145.4145195355446,145.4145195355446,145.4145195355446,145.4145195355446,145.4145195355446,145.4145195355446,0.0,7.15441515206292,0.0,0.0,0.0,0.0,0.0,42.926490912377524
4067,99.72661615292601,1.2092263341292155,1.3095136159200258,42.920584758364214,158.26520813661386,0.9,6,1.0704944017738485,0.9460610458083364,42.920584758364214,2.1114306811444135e-15,0.0,0.0,0.0,0.0,0.0,0.0,28.675350691122553,0.0,0.0,0.0,0.0,0.0,0.0,161.1733387087659,161.1733387087659,161.1733387087659,161.1733387087659,161.1733387087659,161.1733387087659,0.0,5.620623107450354,0.0,0.0,0.0,0.0,0.0,33.723738644702124
4068,100.43876753328735,1.0617055670122246,1.3079373965370598,51.895379781325644,201.13119211354527,0.9,6,0.9237502361873321,1.0092419625089164,51.895379781325644,5.166640604879758e-16,0.0,0.0,0.0,0.0,0.0,0.0,29.931377958289538,0.0,0.0,0.0,0.0,0.0,0.0,165.68424006259758,165.68424006259758,165.68424006259758,165.68424006259758,165.68424006259758,165.68424006259758,0.0,5.535469843502848,0.0,0.0,0.0,0.0,0.0,33.21281906101709
4069,112.23715566614301,1.1937279487727643,1.625463824079279,54.1735671925056,175.8041692019479,0.9,6,0.9851168632239975,1.0558696513346764,54.1735671925056,6.526885556199657e-15,0.0,0.0,0.0,0.0,0.0,0.0,22.550510854580427,0.0,0.0,0.0,0.0,0.0,0.0,147.621334071213,147.621334071213,147.621334071213,147.621334071213,147.621334071213,147.621334071213,0.0,6.5462523232030625,0.0,0.0,0.0,0.0,0.0,39.27751393921838
4070,92.12406127949616,0.7957154235539071,1.6283305307452118,68.82417296842343,204.46985163748013,0.9,6,1.010843360523542,1.0501569281080216,68.82417296842343,7.111517851931974e-15,0.0,0.0,0.0,0.0,0.0,0.0,22.60512533058294,0.0,0.0,0.0,0.0,0.0,0.0,177.13380522529692,177.13380522529692,177.13380522529692,177.13380522529692,177.13380522529692,177.13380522529692,0.0,7.83600190818889,0.0,0.0,0.0,0.0,0.0,47.016011449133345
4071,109.73077270658773,1.0746442834568073,0.37887224705130707,70.25224919432412,198.7265594637225,0.9,6,0.9458849061482757,1.0860626773880813,70.25224919432412,4.2269522608010886e-14,3.850752391538277e-15,0.0,0.0,0.0,0.0,0.0,92.50295494519172,6.323497653123143,0.0,0.0,0.0,0.0,0.0,155.76928593994072,311.53857187988143,311.53857187988143,311.53857187988143,311.53857187988143,311.53857187988143,0.0,1.6839384864216986,3.152380397039503,0.0,0.0,0.0,0.0,17.338092183717265
4072,101.7422396009576,0.9852227724435321,0.8825924548422053,56.84588758411505,184.8469353076724,0.9,6,1.0131142001667715,0.9592164464291736,56.84588758411505,2.2884519123446675e-13,0.0,0.0,0.0,0.0,0.0,0.0,37.55535676573114,0.0,0.0,0.0,0.0,0.0,0.0,175.71002889200903,175.71002889200903,175.71002889200903,175.71002889200903,175.71002889200903,175.71002889200903,0.0,4.678694173725505,0.0,0.0,0.0,0.0,0.0,28.07216504235303
4073,89.79690051477759,0.7293616376771205,1.1950663611519379,54.791846146129636,201.0464935955701,0.9,6,1.0998269864568875,1.089951092340851,54.791846146129636,1.0082386592639686e-14,0.0,0.0,0.0,0.0,0.0,0.0,30.317586506371466,0.0,0.0,0.0,0.0,0.0,0.0,182.5813329317833,182.5813329317833,182.5813329317833,182.5813329317833,182.5813329317833,182.5813329317833,0.0,6.022291150828001,0.0,0.0,0.0,0.0,0.0,36.13374690496801
4074,102.65854828557707,1.104263798396547,1.4413630585963935,80.55405289937838,192.6871215083681,0.9,6,0.9173192551846863,0.9350593104946595,80.55405289937838,5.835058337672839e-14,0.0,0.0,0.0,0.0,0.0,0.0,24.18629730664136,0.0,0.0,0.0,0.0,0.0,0.0,170.12829488111086,170.12829488111086,170.12829488111086,170.12829488111086,170.12829488111086,170.12829488111086,0.0,7.034077714508,0.0,0.0,0.0,0.0,0.0,42.204466287048
4075,105.76464335550429,0.8180355933050775,0.6644226536837284,52.400341477955024,183.9773975315179,0.9,6,1.0930961822173715,0.9864758702286244,52.400341477955024,1.8231364575006326e-13,0.0,0.0,0.0,0.0,0.0,0.0,50.10660125184587,0.0,0.0,0.0,0.0,0.0,0.0,183.4758428794045,183.4758428794045,183.4758428794045,183.4758428794045,183.4758428794045,183.4758428794045,0.0,3.6617100001897542,0.0,0.0,0.0,0.0,0.0,21.970260001138527
4076,75.20429913842064,0.9630416084678743,0.23979804347300582,49.87355856620079,195.9775887969263,0.9,6,0.9820950323023342,1.0699835175153989,49.87355856620079,5.61432411436679e-11,8.681103856397308e-19,0.0,0.0,0.0,0.0,0.0,114.73240310398981,75.0,0.0,0.0,0.0,0.0,0.0,161.891984245031,323.783968490062,323.783968490062,323.783968490062,323.783968490062,323.783968490062,0.0,1.4110397748602654,1.7065296343324146,0.0,0.0,0.0,0.0,9.38591298882828
4077,94.54844618404883,1.292702927990221,2.4748524769716034,52.68306218712913,161.3426556747976,0.9,6,0.9457207588714228,1.0331576740165578,52.68306218712913,4.862800471785586e-14,0.0,0.0,0.0,0.0,0.0,0.0,13.98825632096792,0.0,0.0,0.0,0.0,0.0,0.0,132.9192942572959,132.9192942572959,132.9192942572959,132.9192942572959,132.9192942572959,132.9192942572959,0.0,9.50220607968517,0.0,0.0,0.0,0.0,0.0,57.01323647811102
4078,111.84357179201092,1.1235266951948206,0.5220716820683363,58.52183917584982,173.0544050326655,0.9,6,0.931324252800433,1.0060312296696479,58.52183917584982,3.280786168711638e-13,0.0,0.0,0.0,0.0,0.0,0.0,62.855206019745864,0.0,0.0,0.0,0.0,0.0,0.0,144.1831861048835,144.1831861048835,144.1831861048835,144.1831861048835,144.1831861048835,144.1831861048835,0.0,2.29389409780295,0.0,0.0,0.0,0.0,0.0,13.7633645868177
4079,86.53069737314692,1.2184335860883795,1.5031473462670324,62.655484391868185,165.12525279335716,0.9,6,0.9122098121131649,0.9802397946335005,62.655484391868185,8.395709897982449e-14,0.0,0.0,0.0,0.0,0.0,0.0,22.782943904797705,0.0,0.0,0.0,0.0,0.0,0.0,138.29880095194147,138.29880095194147,138.29880095194147,138.29880095194147,138.29880095194147,138.29880095194147,0.0,6.070277903059669,0.0,0.0,0.0,0.0,0.0,36.42166741835802
4080,80.81315735488126,0.8643944469924396,1.52599885620487,63.48166284218601,166.21932610839065,0.9,6,1.031920942566111,1.067774483063716,63.48166284218601,3.855384819799484e-15,0.0,0.0,0.0,0.0,0.0,0.0,24.46925599423076,0.0,0.0,0.0,0.0,0.0,0.0,144.57423899145113,144.57423899145113,144.57423899145113,144.57423899145113,144.57423899145113,144.57423899145113,0.0,5.908403550379224,0.0,0.0,0.0,0.0,0.0,35.450421302275345
