Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,e0_st6,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,producto0,producto1,producto2,producto3,producto4,producto5,producto6,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,Productividad_especifica_global
874,106.35667519064233,0.9525316529688659,1.0054177827752302,70.11772620906504,191.35356318692004,0.9,6,1.0131515247785292,0.9248326913230526,70.11772620906504,3.3831177262109946e-13,0.0,0.0,0.0,0.0,0.0,0.0,32.78734941585489,0.0,0.0,0.0,0.0,0.0,0.0,188.66454497143297,188.66454497143297,188.66454497143297,188.66454497143297,188.66454497143297,188.66454497143297,0.0,5.754187158544782,0.0,0.0,0.0,0.0,0.0,34.52512295126869
875,88.19285855805656,1.033141926450707,0.09713583694993365,62.16423373030763,178.780276580254,0.9,6,1.0972382969829302,0.9708344561552146,62.16423373030763,27.94347490646697,6.827421077097361e-14,5.30858516897172e-16,0.0,0.0,0.0,0.0,8.231731178173664,346.3750255317831,50.0,0.0,0.0,0.0,0.0,181.851919726182,363.703839452364,545.5557591785459,545.5557591785459,545.5557591785459,545.5557591785459,0.0,22.09157658213623,1.0256540028362968,1.3483604762676487,0.0,0.0,0.0,6.7418023813382435
876,109.71299748718238,0.9373063657847188,2.453690489342807,45.80059889348922,160.14688557305354,0.9,6,0.9355350223739769,0.9238035134474487,45.80059889348922,1.0999068204166372e-15,0.0,0.0,0.0,0.0,0.0,0.0,15.596037177846258,0.0,0.0,0.0,0.0,0.0,0.0,145.96255177330949,145.96255177330949,145.96255177330949,145.96255177330949,145.96255177330949,145.96255177330949,0.0,9.358951258505929,0.0,0.0,0.0,0.0,0.0,56.15370755103558
877,88.8839592844421,0.8859924309339107,1.6963100878166097,72.45700530766157,168.70915912714682,0.9,6,0.9202077130020793,0.9940791162670329,72.45700530766157,3.1309894603166193e-15,0.0,0.0,0.0,0.0,0.0,0.0,22.21316783125254,0.0,0.0,0.0,0.0,0.0,0.0,140.55493194474602,140.55493194474602,140.55493194474602,140.55493194474602,140.55493194474602,140.55493194474602,0.0,6.327550082568322,0.0,0.0,0.0,0.0,0.0,37.965300495409934
878,106.79288663493242,1.004840213159877,0.2395010455050833,65.16884676734749,219.84497831106873,0.9,6,0.9372381665839926,1.084748997970881,65.16884676734749,9.601452496540034e-15,0.0,0.0,0.0,0.0,0.0,0.0,152.20745059258348,0.0,0.0,0.0,0.0,0.0,0.0,170.9541970643473,170.9541970643473,170.9541970643473,170.9541970643473,170.9541970643473,170.9541970643473,0.0,1.1231657609320558,0.0,0.0,0.0,0.0,0.0,6.738994565592335
879,89.67052076275826,0.9298936262900885,0.6796435514769087,45.37866422933442,201.17129940405871,0.9,6,1.0161713910714643,0.9249375308584242,45.37866422933442,2.6643952331602607e-13,0.0,0.0,0.0,0.0,0.0,0.0,48.21449578817393,0.0,0.0,0.0,0.0,0.0,0.0,198.91296558419143,198.91296558419143,198.91296558419143,198.91296558419143,198.91296558419143,198.91296558419143,0.0,4.125584273619655,0.0,0.0,0.0,0.0,0.0,24.75350564171793
880,94.86487574758763,1.1780074664905076,0.5785272051370691,54.274257545783996,179.35851617042937,0.9,6,1.0874075602924158,1.0367742038654648,54.274257545783996,2.626785893305664e-11,0.0,0.0,0.0,0.0,0.0,0.0,49.015370067816875,0.0,0.0,0.0,0.0,0.0,0.0,169.3061277792716,169.3061277792716,169.3061277792716,169.3061277792716,169.3061277792716,169.3061277792716,0.0,3.4541436195426534,0.0,0.0,0.0,0.0,0.0,20.72486171725592
881,86.48583010544702,1.229294644631226,0.27180419840067993,83.5821816916899,161.33036697185761,0.9,6,0.9208103512583475,1.085428156511305,83.5821816916899,7.446977109596072,2.1465178221613866e-15,0.0,0.0,0.0,0.0,0.0,8.896191379653663,131.64895129238747,0.0,0.0,0.0,0.0,0.0,123.17646625431202,246.35293250862404,246.35293250862404,246.35293250862404,246.35293250862404,246.35293250862404,0.0,13.845977564739327,1.7528384675910356,0.0,0.0,0.0,0.0,9.640611571750696
882,83.40601601432972,1.224606119789299,2.216973807514521,68.25153013757253,164.24113936941006,0.9,6,1.0354801630343498,0.9907912611925296,68.25153013757253,8.086143985314577e-14,0.0,0.0,0.0,0.0,0.0,0.0,15.502771869036403,0.0,0.0,0.0,0.0,0.0,0.0,154.48420226258224,154.48420226258224,154.48420226258224,154.48420226258224,154.48420226258224,154.48420226258224,0.0,9.964940693678958,0.0,0.0,0.0,0.0,0.0,59.78964416207375
883,88.84457324900903,0.8480390848942966,1.1435973908482857,66.34782066154239,195.93154546896326,0.9,6,0.9648579221521922,0.9176221125864868,66.34782066154239,2.3581943962588844e-12,0.0,0.0,0.0,0.0,0.0,0.0,27.079491469652385,0.0,0.0,0.0,0.0,0.0,0.0,185.41564237281878,185.41564237281878,185.41564237281878,185.41564237281878,185.41564237281878,185.41564237281878,0.0,6.847087308881393,0.0,0.0,0.0,0.0,0.0,41.08252385328836
884,103.67334770008658,1.0429432608050635,0.9295884298899476,62.92776352884202,183.07123617891963,0.9,6,0.9003589368728919,0.9628415039467964,62.92776352884202,3.3695148403848546e-13,0.0,0.0,0.0,0.0,0.0,0.0,35.34986434907255,0.0,0.0,0.0,0.0,0.0,0.0,154.07192213065377,154.07192213065377,154.07192213065377,154.07192213065377,154.07192213065377,154.07192213065377,0.0,4.3584869409745295,0.0,0.0,0.0,0.0,0.0,26.150921645847177
885,103.32918810098576,0.743853714557865,0.7671752588495063,65.75580162042516,159.40991509171596,0.9,6,1.0885448435314664,1.0302154867008078,65.75580162042516,7.581260737716704e-14,0.0,0.0,0.0,0.0,0.0,0.0,44.83520460263078,0.0,0.0,0.0,0.0,0.0,0.0,151.59193293911704,151.59193293911704,151.59193293911704,151.59193293911704,151.59193293911704,151.59193293911704,0.0,3.3810915837824043,0.0,0.0,0.0,0.0,0.0,20.286549502694424
886,111.99958723065642,1.245140987427143,1.1388494990023403,71.61180933685955,174.1868501878393,0.9,6,0.9769706202726083,1.0239474234678807,71.61180933685955,4.26314207293739e-12,0.0,0.0,0.0,0.0,0.0,0.0,26.73950743590908,0.0,0.0,0.0,0.0,0.0,0.0,149.57593334772915,149.57593334772915,149.57593334772915,149.57593334772915,149.57593334772915,149.57593334772915,0.0,5.593817825786136,0.0,0.0,0.0,0.0,0.0,33.562906954716816
887,109.82712290391686,1.0236849792502156,0.19650024792792317,60.334652624861135,187.0903331825364,0.9,6,0.9258730842426282,1.0472668922037893,60.334652624861135,3.165376061604543e-12,1.2589321111090067e-18,0.0,0.0,0.0,0.0,0.0,155.6163729057675,75.0,0.0,0.0,0.0,0.0,0.0,148.8634030109199,297.7268060218398,297.7268060218398,297.7268060218398,297.7268060218398,297.7268060218398,0.0,0.9566050167552947,1.2910046336714107,0.0,0.0,0.0,0.0,7.100525485192759
888,100.97590840620988,1.0335043220096982,0.3210065405849608,65.98664621997636,195.49224916071597,0.9,6,0.9729564014981514,0.9885731570201897,65.98664621997636,7.47272446491243e-14,2.4445264370281377e-17,0.0,0.0,0.0,0.0,0.0,107.20773469985022,25.0,0.0,0.0,0.0,0.0,0.0,173.16360506263987,346.32721012527975,346.32721012527975,346.32721012527975,346.32721012527975,346.32721012527975,0.0,1.6152155956605787,2.6195684459123565,0.0,0.0,0.0,0.0,14.407626452517958
889,102.84436187214837,0.8655262207595692,1.7835949146662076,66.33759281578432,171.49351240489685,0.9,6,0.9987939635549464,1.0147715140732352,66.33759281578432,2.14371722120782e-15,0.0,0.0,0.0,0.0,0.0,0.0,21.289022237371846,0.0,0.0,0.0,0.0,0.0,0.0,151.91401644906264,151.91401644906264,151.91401644906264,151.91401644906264,151.91401644906264,151.91401644906264,0.0,7.13579114884783,0.0,0.0,0.0,0.0,0.0,42.814746893086976
890,99.99310804434434,1.0342992436720952,0.48639756131683476,63.39298967633347,161.03670192476946,0.9,6,1.0391092786629548,0.9872413852900194,63.39298967633347,1.4154722410081464e-11,0.0,0.0,0.0,0.0,0.0,0.0,59.889950952519904,0.0,0.0,0.0,0.0,0.0,0.0,152.54755351806475,152.54755351806475,152.54755351806475,152.54755351806475,152.54755351806475,152.54755351806475,0.0,2.547131047727903,0.0,0.0,0.0,0.0,0.0,15.282786286367418
891,97.14494700945197,0.9573668394912664,1.6923787531276968,53.18831322569888,216.14827412467542,0.9,6,0.9825342205332114,1.0985762920877582,53.18831322569888,7.58280806283244e-15,0.0,0.0,0.0,0.0,0.0,0.0,21.559436051531456,0.0,0.0,0.0,0.0,0.0,0.0,173.98497474379283,173.98497474379283,173.98497474379283,173.98497474379283,173.98497474379283,173.98497474379283,0.0,8.070015112080538,0.0,0.0,0.0,0.0,0.0,48.420090672483234
892,91.61291152304865,0.9388645378161671,0.7409560793573382,73.02088642880335,188.5256352683913,0.9,6,1.0144774501849887,1.054937331158833,73.02088642880335,8.1447756475068e-12,0.0,0.0,0.0,0.0,0.0,0.0,40.25122509369515,0.0,0.0,0.0,0.0,0.0,0.0,163.16562140837578,163.16562140837578,163.16562140837578,163.16562140837578,163.16562140837578,163.16562140837578,0.0,4.053680876260675,0.0,0.0,0.0,0.0,0.0,24.322085257564044
893,89.53970609432503,1.243586584994002,2.080725656915127,40.629480557317194,221.17172231204765,0.9,6,0.9504141860775662,0.9222469951980933,40.629480557317194,3.0932093709379417e-17,0.0,0.0,0.0,0.0,0.0,0.0,20.05032772301405,0.0,0.0,0.0,0.0,0.0,0.0,205.13405756283842,205.13405756283842,205.13405756283842,205.13405756283842,205.13405756283842,205.13405756283842,0.0,10.230957837531136,0.0,0.0,0.0,0.0,0.0,61.385747025186824
894,79.83950804284696,1.2379119890503403,1.4680040849924716,57.3809452684584,199.63250124757602,0.9,6,0.9501574082551043,0.915387482655694,57.3809452684584,5.1084957650415264e-12,0.0,0.0,0.0,0.0,0.0,0.0,20.469853399818806,0.0,0.0,0.0,0.0,0.0,0.0,186.49377801706686,186.49377801706686,186.49377801706686,186.49377801706686,186.49377801706686,186.49377801706686,0.0,9.110655282891164,0.0,0.0,0.0,0.0,0.0,54.66393169734699
895,97.41230789204016,0.9088562797981711,0.4015307182023025,62.75244557317482,210.83804651203695,0.9,6,0.9333005737193781,0.9960917322475149,62.75244557317482,3.1959785602240908e-12,0.0,0.0,0.0,0.0,0.0,0.0,76.22910018921937,0.0,0.0,0.0,0.0,0.0,0.0,177.79260389483386,177.79260389483386,177.79260389483386,177.79260389483386,177.79260389483386,177.79260389483386,0.0,2.332345566896486,0.0,0.0,0.0,0.0,0.0,13.994073401378914
896,99.79068891098284,1.17023449908224,1.1561451877108033,72.77118555633479,197.92453708729826,0.9,6,1.0203927470174043,1.0314031279141298,72.77118555633479,1.0785048507600468e-12,0.0,0.0,0.0,0.0,0.0,0.0,27.542185742695715,0.0,0.0,0.0,0.0,0.0,0.0,176.23049704937847,176.23049704937847,176.23049704937847,176.23049704937847,176.23049704937847,176.23049704937847,0.0,6.39856613762455,0.0,0.0,0.0,0.0,0.0,38.39139682574731
897,84.38838105025471,0.7764930520268146,1.0987236092148094,49.90283981476541,170.59056250349735,0.9,6,0.9988700407563691,1.0611232999254234,49.90283981476541,3.6673216543740656e-16,0.0,0.0,0.0,0.0,0.0,0.0,35.90709935337054,0.0,0.0,0.0,0.0,0.0,0.0,144.52422439432482,144.52422439432482,144.52422439432482,144.52422439432482,144.52422439432482,144.52422439432482,0.0,4.024948464147065,0.0,0.0,0.0,0.0,0.0,24.14969078488239
898,87.95882610691496,0.7009486515031306,0.8634514341157135,46.78374927126383,211.04093185280092,0.9,6,1.0696282283761445,1.0486468033613288,46.78374927126383,9.168718327507904e-15,0.0,0.0,0.0,0.0,0.0,0.0,41.888302413063585,0.0,0.0,0.0,0.0,0.0,0.0,193.73711300705992,193.73711300705992,193.73711300705992,193.73711300705992,193.73711300705992,193.73711300705992,0.0,4.625088672646703,0.0,0.0,0.0,0.0,0.0,27.750532035880212
899,92.42351576678234,0.924549266013879,1.7157550759725433,71.70991942563586,174.65876711224564,0.9,6,1.0407645439954651,0.9529668311752928,71.70991942563586,1.665302187696978e-15,0.0,0.0,0.0,0.0,0.0,0.0,22.323348719457183,0.0,0.0,0.0,0.0,0.0,0.0,171.67521633022545,171.67521633022545,171.67521633022545,171.67521633022545,171.67521633022545,171.67521633022545,0.0,7.690388144167285,0.0,0.0,0.0,0.0,0.0,46.142328865003705
900,107.13226667371292,0.74617912148553,0.5478228084211086,52.83695619601614,166.36573683863455,0.9,6,0.9673343348540906,0.9068430500122925,52.83695619601614,9.291214582434849e-13,0.0,0.0,0.0,0.0,0.0,0.0,57.81385387898114,0.0,0.0,0.0,0.0,0.0,0.0,159.71689968469934,159.71689968469934,159.71689968469934,159.71689968469934,159.71689968469934,159.71689968469934,0.0,2.7626060013059632,0.0,0.0,0.0,0.0,0.0,16.57563600783578
901,113.45957213368459,0.8242651924887104,2.299902777727786,65.37909213263563,185.42194383507046,0.9,6,1.0099494564679414,1.02703317754616,65.37909213263563,8.806972236352214e-15,0.0,0.0,0.0,0.0,0.0,0.0,15.88912173010954,0.0,0.0,0.0,0.0,0.0,0.0,164.10386337936748,164.10386337936748,164.10386337936748,164.10386337936748,164.10386337936748,164.10386337936748,0.0,10.328063826737147,0.0,0.0,0.0,0.0,0.0,61.96838296042287
902,81.08405757103296,0.9636534587471386,1.441491624339528,61.035017611835656,198.05214032858342,0.9,6,0.9608693183168853,0.9557189323462022,61.035017611835656,9.46472171633769e-14,0.0,0.0,0.0,0.0,0.0,0.0,23.656098378874976,0.0,0.0,0.0,0.0,0.0,0.0,179.20750208578207,179.20750208578207,179.20750208578207,179.20750208578207,179.20750208578207,179.20750208578207,0.0,7.575530808825826,0.0,0.0,0.0,0.0,0.0,45.45318485295496
903,96.88524797231291,1.0310659082500369,2.203855707089591,83.11838205482124,175.55730052765634,0.9,6,1.003756121748027,0.922986343987544,83.11838205482124,7.859480132397584e-16,0.0,0.0,0.0,0.0,0.0,0.0,17.786966170195978,0.0,0.0,0.0,0.0,0.0,0.0,171.82815828542115,171.82815828542115,171.82815828542115,171.82815828542115,171.82815828542115,171.82815828542115,0.0,9.660340984587814,0.0,0.0,0.0,0.0,0.0,57.96204590752688
904,96.48232808963094,1.129696598990268,1.4578578580243178,61.97756752013082,173.91834674875358,0.9,6,0.909239047441463,0.917576625261957,61.97756752013082,1.2437312158583734e-12,0.0,0.0,0.0,0.0,0.0,0.0,21.63426121494787,0.0,0.0,0.0,0.0,0.0,0.0,155.10423088290534,155.10423088290534,155.10423088290534,155.10423088290534,155.10423088290534,155.10423088290534,0.0,7.169379593870226,0.0,0.0,0.0,0.0,0.0,43.01627756322135
905,98.25473869359837,0.8637592436099113,2.477861663787897,55.5615509388162,187.3019907283297,0.9,6,1.0443893333084546,1.090968815428238,55.5615509388162,1.78748820361068e-14,0.0,0.0,0.0,0.0,0.0,0.0,14.396635558483968,0.0,0.0,0.0,0.0,0.0,0.0,161.37453116163476,161.37453116163476,161.37453116163476,161.37453116163476,161.37453116163476,161.37453116163476,0.0,11.209183597520214,0.0,0.0,0.0,0.0,0.0,67.25510158512128
906,95.31041866273964,0.8100203195242957,0.5716173765916833,76.60856040714674,166.27589625055504,0.9,6,0.9288602410409728,1.0960945866117298,76.60856040714674,5.0362350132093274e-11,0.0,0.0,0.0,0.0,0.0,0.0,49.07213673877016,0.0,0.0,0.0,0.0,0.0,0.0,126.81602834407006,126.81602834407006,126.81602834407006,126.81602834407006,126.81602834407006,126.81602834407006,0.0,2.5842776934528144,0.0,0.0,0.0,0.0,0.0,15.505666160716887
907,100.82571870482431,0.8784487755852541,1.349254044363167,78.79265740631692,175.2464203053853,0.9,6,0.9833340703464357,1.0960428316890296,78.79265740631692,4.938662415640054e-12,0.0,0.0,0.0,0.0,0.0,0.0,22.53152141871508,0.0,0.0,0.0,0.0,0.0,0.0,141.50286259733173,141.50286259733173,141.50286259733173,141.50286259733173,141.50286259733173,141.50286259733173,0.0,6.280217832063348,0.0,0.0,0.0,0.0,0.0,37.681306992380094
908,105.91866870085087,1.1924596814463526,0.0371095239211386,66.79452449440356,172.7385800827126,0.9,6,0.9925455984639912,1.0461887525021007,66.79452449440356,54.36664693328906,41.938769372174555,29.510891811060056,17.083014249945556,4.655136688831055,4.429577690247007e-12,0.0,5.547639225535594,6.993896663272557,9.470648938324752,14.731386993135654,35.034493563309276,745.9187080633692,0.0,147.49329434327348,294.98658868654695,442.4798830298204,589.9731773730939,737.4664717163673,884.9597660596407,0.0,26.586677386007164,23.520770605918198,20.10158857490629,16.056500447451107,10.274259521699133,1.0822590901626663,3.787906815569332
909,98.91574496070146,0.9472195874854331,1.6789671441685234,53.423306653909044,200.71782493628157,0.9,6,1.0882010621642282,1.0083200731856932,53.423306653909044,1.904856793424373e-14,0.0,0.0,0.0,0.0,0.0,0.0,21.185662684766406,0.0,0.0,0.0,0.0,0.0,0.0,194.95715744385214,194.95715744385214,194.95715744385214,194.95715744385214,194.95715744385214,194.95715744385214,0.0,9.202315752154238,0.0,0.0,0.0,0.0,0.0,55.21389451292543
910,88.97893217039046,1.2459481103683314,0.6042786963817409,58.59397882945589,155.4221939041047,0.9,6,0.9164071165702591,1.024128205423855,58.59397882945589,5.6868669304470815e-12,0.0,0.0,0.0,0.0,0.0,0.0,49.585553432788124,0.0,0.0,0.0,0.0,0.0,0.0,125.16695022276359,125.16695022276359,125.16695022276359,125.16695022276359,125.16695022276359,125.16695022276359,0.0,2.5242624425362923,0.0,0.0,0.0,0.0,0.0,15.145574655217754
911,119.64922210001112,0.7067893971858085,0.4860980194740056,77.63980387136424,200.81461639009473,0.9,6,1.002717265818509,0.9514697865416663,77.63980387136424,4.015947465599049e-11,0.0,0.0,0.0,0.0,0.0,0.0,58.19863858874966,0.0,0.0,0.0,0.0,0.0,0.0,190.46769255118707,190.46769255118707,190.46769255118707,190.46769255118707,190.46769255118707,190.46769255118707,0.0,3.2727173207107674,0.0,0.0,0.0,0.0,0.0,19.636303924264606
912,82.22209321286498,0.7623521857518588,1.542275332168463,71.53924710815012,178.56051363861533,0.9,6,0.941994013879081,1.0714085772143933,71.53924710815012,5.419838779756339e-15,0.0,0.0,0.0,0.0,0.0,0.0,24.067658841985924,0.0,0.0,0.0,0.0,0.0,0.0,141.29310207695156,141.29310207695156,141.29310207695156,141.29310207695156,141.29310207695156,141.29310207695156,0.0,5.870662493788817,0.0,0.0,0.0,0.0,0.0,35.223974962732896
913,92.54502369917955,1.265004695658373,1.208288711071397,64.6817368529748,201.77314962757325,0.9,6,0.9142589619026021,0.9357797893244595,64.6817368529748,1.8032966890237972e-13,0.0,0.0,0.0,0.0,0.0,0.0,27.73630863678642,0.0,0.0,0.0,0.0,0.0,0.0,177.4195394905304,177.4195394905304,177.4195394905304,177.4195394905304,177.4195394905304,177.4195394905304,0.0,6.396652914916748,0.0,0.0,0.0,0.0,0.0,38.37991748950049
914,98.7057241734883,1.278465783413362,1.274496311577826,64.22865169130702,169.27786956129364,0.9,6,0.9897089896019204,1.0894378720762483,64.22865169130702,1.240801528798192e-13,0.0,0.0,0.0,0.0,0.0,0.0,26.58328449860959,0.0,0.0,0.0,0.0,0.0,0.0,138.40371276387316,138.40371276387316,138.40371276387316,138.40371276387316,138.40371276387316,138.40371276387316,0.0,5.206418821989894,0.0,0.0,0.0,0.0,0.0,31.238512931939365
915,97.45903590735713,0.7696432937550856,0.7910667361045906,67.54341998749874,162.84572528300197,0.9,6,1.0893954342562413,0.9064957814185274,67.54341998749874,5.400929630617477e-13,0.0,0.0,0.0,0.0,0.0,0.0,41.03295497715066,0.0,0.0,0.0,0.0,0.0,0.0,176.1321496725063,176.1321496725063,176.1321496725063,176.1321496725063,176.1321496725063,176.1321496725063,0.0,4.292455899668598,0.0,0.0,0.0,0.0,0.0,25.754735398011587
916,89.06926334384323,0.7513238323223548,2.4359953247874406,48.7805072836421,185.14209655327764,0.9,6,1.095675252351601,1.0498734129725873,48.7805072836421,1.8359151312328752e-14,0.0,0.0,0.0,0.0,0.0,0.0,14.579658124285126,0.0,0.0,0.0,0.0,0.0,0.0,173.89720491044787,173.89720491044787,173.89720491044787,173.89720491044787,173.89720491044787,173.89720491044787,0.0,11.927385637444392,0.0,0.0,0.0,0.0,0.0,71.56431382466636
917,108.84358199468237,0.8031571104285173,1.648293940885391,58.705540922630064,160.5319935293918,0.9,6,1.0757699679238524,0.9330045328752219,58.705540922630064,1.0530879999808964e-14,0.0,0.0,0.0,0.0,0.0,0.0,21.99668258098433,0.0,0.0,0.0,0.0,0.0,0.0,166.5864873109525,166.5864873109525,166.5864873109525,166.5864873109525,166.5864873109525,166.5864873109525,0.0,7.573255044147566,0.0,0.0,0.0,0.0,0.0,45.4395302648854
918,112.04570241567603,1.2100090750975738,1.576084929409263,65.45094035599354,185.86187833177823,0.9,6,1.027752480175678,0.9812504008199575,65.45094035599354,6.350496704841271e-13,0.0,0.0,0.0,0.0,0.0,0.0,20.472484341143005,0.0,0.0,0.0,0.0,0.0,0.0,175.20299165164843,175.20299165164843,175.20299165164843,175.20299165164843,175.20299165164843,175.20299165164843,0.0,8.557974143838893,0.0,0.0,0.0,0.0,0.0,51.34784486303335
919,77.76903457005508,0.8690738407902758,1.1984433456771373,54.69421057732186,197.91470259772584,0.9,6,1.0825826222385566,1.0585687488559024,54.69421057732186,6.708148582025587e-14,0.0,0.0,0.0,0.0,0.0,0.0,28.649352759447215,0.0,0.0,0.0,0.0,0.0,0.0,182.1639984691051,182.1639984691051,182.1639984691051,182.1639984691051,182.1639984691051,182.1639984691051,0.0,6.358398390310439,0.0,0.0,0.0,0.0,0.0,38.15039034186264
920,99.70237157961273,1.05679904134493,1.9405177844083392,60.773544077921045,159.74712254984652,0.9,6,1.0955339451004462,1.0150396111197464,60.773544077921045,2.9811890533499084e-14,0.0,0.0,0.0,0.0,0.0,0.0,18.16578230666305,0.0,0.0,0.0,0.0,0.0,0.0,155.17380220578264,155.17380220578264,155.17380220578264,155.17380220578264,155.17380220578264,155.17380220578264,0.0,8.542093017863934,0.0,0.0,0.0,0.0,0.0,51.2525581071836
921,88.20865389286764,0.8089914547106344,0.23861766187958852,73.91674066058862,175.54208435321854,0.9,6,0.9337647117213036,0.9756583316874291,73.91674066058862,3.51562473128859e-13,9.020781529624608e-16,0.0,0.0,0.0,0.0,0.0,138.2099214295362,25.0,0.0,0.0,0.0,0.0,0.0,151.20406255004227,302.40812510008453,302.40812510008453,302.40812510008453,302.40812510008453,302.40812510008453,0.0,1.0940174264344031,1.8528783204558148,0.0,0.0,0.0,0.0,10.190830762506984
922,100.41030412467461,0.7469058843831323,1.4645121120942013,62.66725448435,145.9516462073386,0.9,6,1.0951970850301944,0.9798993348015108,62.66725448435,2.5194652713966186e-14,0.0,0.0,0.0,0.0,0.0,0.0,24.206002380065584,0.0,0.0,0.0,0.0,0.0,0.0,146.8122598150478,146.8122598150478,146.8122598150478,146.8122598150478,146.8122598150478,146.8122598150478,0.0,6.065117961648736,0.0,0.0,0.0,0.0,0.0,36.39070776989241
923,108.9255763782326,1.0343837797818463,0.1336556911341558,62.68495139347472,160.34481832525097,0.9,6,1.003743947774417,1.0445117206750307,62.68495139347472,11.630268137392392,1.268769443191422e-10,1.9897100665526023e-16,0.0,0.0,0.0,0.0,12.603356975926749,188.85401922886834,100.0,0.0,0.0,0.0,0.0,138.6778376811812,277.3556753623624,416.03351304354356,416.03351304354356,416.03351304354356,416.03351304354356,0.0,11.003246035644716,1.3767461911169314,1.3800740863640741,0.0,0.0,0.0,6.90037043182037
924,104.47523927887461,1.2919663359009637,2.2702868431734444,59.30077965098912,177.70502461998137,0.9,6,0.9888943633240352,0.920475548721345,59.30077965098912,4.639556393470514e-15,0.0,0.0,0.0,0.0,0.0,0.0,16.335724361484946,0.0,0.0,0.0,0.0,0.0,0.0,171.82243209247034,171.82243209247034,171.82243209247034,171.82243209247034,171.82243209247034,171.82243209247034,0.0,10.51820098639638,0.0,0.0,0.0,0.0,0.0,63.10920591837829
925,98.47160318232368,1.274860623392353,1.2287450418719508,50.79461052884183,188.26330844293773,0.9,6,1.040070421332067,1.0679912754423193,50.79461052884183,4.432921125216742e-12,0.0,0.0,0.0,0.0,0.0,0.0,24.471921826972608,0.0,0.0,0.0,0.0,0.0,0.0,165.00732986537528,165.00732986537528,165.00732986537528,165.00732986537528,165.00732986537528,165.00732986537528,0.0,6.742720536296685,0.0,0.0,0.0,0.0,0.0,40.4563232177801
926,120.59200009192742,1.1748121701358372,0.062151872226275405,53.749527520016414,174.78642192674715,0.9,6,0.9432355147149983,0.9309001440809984,53.749527520016414,30.737430973599057,7.725334427181707,2.0155388880484607e-13,4.143599148593602e-15,1.8525373712649861e-16,0.0,0.0,8.991743848734645,22.219379706646546,503.23865724531214,62.5,50.0,0.0,0.0,159.39226729051927,318.78453458103854,478.1768018715578,637.5690691620771,796.9613364525964,796.9613364525964,0.0,17.726513340674135,10.21381156033635,0.8947085751540034,1.0680447328532405,1.2318751162821975,0.0,4.92750046512879
927,91.70721920185987,0.9525123110842548,0.9219194981048485,60.188278768195985,180.85388745648189,0.9,6,0.9835318371284448,0.9298220651817081,60.188278768195985,1.1727697691874335e-12,0.0,0.0,0.0,0.0,0.0,0.0,34.242827637477745,0.0,0.0,0.0,0.0,0.0,0.0,172.17057602566186,172.17057602566186,172.17057602566186,172.17057602566186,172.17057602566186,172.17057602566186,0.0,5.027931041454834,0.0,0.0,0.0,0.0,0.0,30.167586248729005
928,101.87487516733958,0.8417655585140786,1.0728785286067457,69.92755153012897,209.0697625157973,0.9,6,0.9605811879716097,0.9303267140871401,69.92755153012897,2.8799230185358128e-12,0.0,0.0,0.0,0.0,0.0,0.0,28.72712656463153,0.0,0.0,0.0,0.0,0.0,0.0,194.2818904636984,194.2818904636984,194.2818904636984,194.2818904636984,194.2818904636984,194.2818904636984,0.0,6.763011609483274,0.0,0.0,0.0,0.0,0.0,40.57806965689964
929,90.79882351826244,1.2434291489905223,1.9411436170504792,47.26396930078797,215.36201862945347,0.9,6,1.0095896157156872,1.0639012302168622,47.26396930078797,3.1878888918313236e-14,0.0,0.0,0.0,0.0,0.0,0.0,17.995876422320244,0.0,0.0,0.0,0.0,0.0,0.0,183.93110780141728,183.93110780141728,183.93110780141728,183.93110780141728,183.93110780141728,183.93110780141728,0.0,10.220736322310369,0.0,0.0,0.0,0.0,0.0,61.324417933862215
930,99.0955407201311,0.7834083256659784,1.9980021420929444,70.99300847853024,184.6552335223655,0.9,6,1.029512169215208,0.9658209489017141,70.99300847853024,2.945220792685941e-14,0.0,0.0,0.0,0.0,0.0,0.0,17.727002473846905,0.0,0.0,0.0,0.0,0.0,0.0,177.14911776665912,177.14911776665912,177.14911776665912,177.14911776665912,177.14911776665912,177.14911776665912,0.0,9.993179502739489,0.0,0.0,0.0,0.0,0.0,59.95907701643694
931,91.16657259952362,1.1385717430166458,0.21679573487176496,72.93253646124654,146.57730212698576,0.9,6,0.9884430422014839,1.0815007589259398,72.93253646124654,7.843006916796228,1.4234608971010662e-13,6.302542131852864e-16,0.0,0.0,0.0,0.0,10.285776890250329,145.94446411024813,25.0,0.0,0.0,0.0,0.0,120.56855431000653,241.13710862001307,361.70566293001957,361.70566293001957,361.70566293001957,361.70566293001957,0.0,11.72187143435815,1.5434726790138134,1.9958350269424665,0.0,0.0,0.0,9.979175134712333
