Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,e0_st6,e0_st7,e0_st8,e0_st9,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,t_reaccion7,t_reaccion8,t_reaccion9,producto0,producto1,producto2,producto3,producto4,producto5,producto6,producto7,producto8,producto9,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,productivity_specif7,productivity_specif8,productivity_specif9,Productividad_especifica_global
2164,97.0591400905041,1.0126578765269922,0.6475318444905732,83.24458599992428,182.97936111196702,0.9,9,0.989957914113638,1.0381770781101707,83.24458599992428,2.1065629765225357e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.34935420974808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.03263289514055,157.03263289514055,157.03263289514055,157.03263289514055,157.03263289514055,157.03263289514055,157.03263289514055,157.03263289514055,157.03263289514055,0.0,3.247874464132553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.23087017719298
2165,102.5014156890904,1.087067531076726,0.669623837247343,65.94609745133988,198.7253474776442,0.9,9,0.9872151997899008,1.0611399379714301,65.94609745133988,1.0920104012276132e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.51030850738322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.39295999889865,166.39295999889865,166.39295999889865,166.39295999889865,166.39295999889865,166.39295999889865,166.39295999889865,166.39295999889865,166.39295999889865,0.0,4.10742268152741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.96680413374669
2166,105.15772825090485,1.0942038779243772,0.9943099658712665,63.761973954520585,172.32509020527058,0.9,9,1.0942669317260214,1.06775766884478,63.761973954520585,4.652678393248306e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.73759820079295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.9430709779986,158.9430709779986,158.9430709779986,158.9430709779986,158.9430709779986,158.9430709779986,158.9430709779986,158.9430709779986,158.9430709779986,0.0,4.855062060543854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.69555854489468
2167,89.54796412104876,0.7651407742106563,2.422731473964792,67.02648719864428,152.26888075894544,0.9,9,0.9953131557932983,0.9581247487494517,67.02648719864428,1.6650062039757335e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.731784329619018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.36110526484043,142.36110526484043,142.36110526484043,142.36110526484043,142.36110526484043,142.36110526484043,142.36110526484043,142.36110526484043,142.36110526484043,0.0,8.508423397068853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.57581057361969
2168,95.23876947285164,1.2599242008255223,1.3247645841779443,58.93971428782282,200.90038336164585,0.9,9,0.9473910520428188,0.9216310991104434,58.93971428782282,2.348959154611509e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.551737702385964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.86406552388735,185.86406552388735,185.86406552388735,185.86406552388735,185.86406552388735,185.86406552388735,185.86406552388735,185.86406552388735,185.86406552388735,0.0,8.62408721238801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.61678491149209
2169,110.17907302864076,0.7510826064391881,1.6012361556491213,68.86786469873444,231.36882020136645,0.9,9,1.0007921044550798,1.00079197987183,68.86786469873444,3.436108089691578e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.44228018154604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.23196410291192,208.23196410291192,208.23196410291192,208.23196410291192,208.23196410291192,208.23196410291192,208.23196410291192,208.23196410291192,208.23196410291192,0.0,8.882752125231994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.94476912708794
2170,111.17851058374076,0.8919112994150364,1.5281662106846043,66.24939556233647,182.89338042454858,0.9,9,0.9485789865475279,1.0250455081560523,66.24939556233647,1.9350613989174786e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.913562028313034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.32488163897418,152.32488163897418,152.32488163897418,152.32488163897418,152.32488163897418,152.32488163897418,152.32488163897418,152.32488163897418,152.32488163897418,0.0,6.114135002689076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.02721502420168
2171,108.35159145533348,1.1489586658688224,0.8403464717393336,70.54498288982234,193.41185847893325,0.9,9,1.095090369757492,1.066002889855517,70.54498288982234,7.626264934703613e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.047729286456285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.82045074127086,178.82045074127086,178.82045074127086,178.82045074127086,178.82045074127086,178.82045074127086,178.82045074127086,178.82045074127086,178.82045074127086,0.0,5.951213452321417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.56092107089275
2172,106.02343960336496,0.8785504070904155,2.246625615264602,53.00586574933555,156.90322929859244,0.9,9,0.941936146987302,0.9480890779824782,53.00586574933555,3.776060849300686e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.549485308690794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.29645949818803,140.29645949818803,140.29645949818803,140.29645949818803,140.29645949818803,140.29645949818803,140.29645949818803,140.29645949818803,140.29645949818803,0.0,8.477391101976613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.29651991778952
2173,96.71172554143448,0.9183770202727178,0.4813091628704601,78.605315424583,164.48679780711495,0.9,9,1.056436637573736,1.0972560115506198,78.605315424583,1.3732492779916223e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.60091202545733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.53090435981872,142.53090435981872,142.53090435981872,142.53090435981872,142.53090435981872,142.53090435981872,142.53090435981872,142.53090435981872,142.53090435981872,0.0,2.0188252569375424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.169427312437882
2174,113.50890277167875,0.9140546067193079,0.08815728764315746,52.746874815242776,181.41339499417074,0.9,9,0.9004305422987903,1.07541587521942,52.746874815242776,11.792259573167001,4.2467104961073834e-12,7.675719951408969e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.993049781678074,325.01362675125324,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.70538891885272,273.41077783770544,410.1161667565582,410.1161667565582,410.1161667565582,410.1161667565582,410.1161667565582,410.1161667565582,410.1161667565582,0.0,8.044782465490604,0.7994311123086486,0.8335581330858384,0.0,0.0,0.0,0.0,0.0,0.0,6.668465064686709
2175,95.93968866604081,1.0065764010261449,0.3362052718611103,46.930007345631324,144.8504760350138,0.9,9,1.0280199627376754,1.060250897875133,46.930007345631324,3.8463852486882066e-13,8.604991021553227e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.47418526451781,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.40240451296272,252.80480902592544,252.80480902592544,252.80480902592544,252.80480902592544,252.80480902592544,252.80480902592544,252.80480902592544,252.80480902592544,0.0,1.3102199740416174,2.081140190201126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68969161670957
2176,89.30592172746837,0.7703753219315845,0.19290435450468224,63.46561990283971,182.31584377222728,0.9,9,1.0842943339303506,0.9898902711749922,63.46561990283971,1.970618679743108e-13,1.5855143527277836e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.1726434638884,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.73268141930203,359.46536283860405,359.46536283860405,359.46536283860405,359.46536283860405,359.46536283860405,359.46536283860405,359.46536283860405,359.46536283860405,0.0,1.0378814911188994,1.8139000245213306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.41815020843131
2177,110.27402010504885,1.2941135995922248,1.945286069673871,65.65884338770968,176.11926761604036,0.9,9,0.9282254689041762,1.0220807957443339,65.65884338770968,2.6001373009898534e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.414977071357498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.95197659712892,143.95197659712892,143.95197659712892,143.95197659712892,143.95197659712892,143.95197659712892,143.95197659712892,143.95197659712892,143.95197659712892,0.0,7.414480896271477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7303280664433
2178,96.57821265904299,1.1170733940070459,2.3866496600669205,73.21742332579477,198.11874801878014,0.9,9,0.9582516567400783,0.9826147563698241,73.21742332579477,9.914574399733047e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.309412431292719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.88590549919684,173.88590549919684,173.88590549919684,173.88590549919684,173.88590549919684,173.88590549919684,173.88590549919684,173.88590549919684,173.88590549919684,0.0,11.358104452380607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.22294007142546
2179,103.20236765898359,0.7772844351891771,1.355567033668819,68.30219179664708,181.8367759860897,0.9,9,0.9124585024740735,1.0008477364846737,68.30219179664708,1.8197391102632142e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.454936659858532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.2001786449257,149.2001786449257,149.2001786449257,149.2001786449257,149.2001786449257,149.2001786449257,149.2001786449257,149.2001786449257,149.2001786449257,0.0,5.639785895662906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.758073060966154
2180,95.95629042332119,1.0028841308110528,1.4814939166184602,53.96771915503711,221.2685669279493,0.9,9,0.9412020610905172,0.956674349250237,53.96771915503711,1.3370825285702971e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.255305371372756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.92099262336464,195.92099262336464,195.92099262336464,195.92099262336464,195.92099262336464,195.92099262336464,195.92099262336464,195.92099262336464,195.92099262336464,0.0,8.07744902088925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.69704118800324
2181,98.15645683136086,1.1720630864043087,1.7083523014366697,69.1952876407243,163.52278410335074,0.9,9,0.9452996331606599,1.0504210649343626,69.1952876407243,1.5285145906133666e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.405839032208156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.4423411599897,132.4423411599897,132.4423411599897,132.4423411599897,132.4423411599897,132.4423411599897,132.4423411599897,132.4423411599897,132.4423411599897,0.0,7.195669859343572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.76102873409215
2182,86.63276814868995,0.8591222800531517,2.371506167103101,78.93505109158599,200.2556892771858,0.9,9,0.9362024812067774,1.0657956916880125,78.93505109158599,5.746629925070688e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.697917963984123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.31541370947835,158.31541370947835,158.31541370947835,158.31541370947835,158.31541370947835,158.31541370947835,158.31541370947835,158.31541370947835,158.31541370947835,0.0,10.771281626242269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.94153463618042
2183,93.2087717687825,0.9948752634037602,1.8460965784492696,80.43141590087542,188.07889304336808,0.9,9,1.0716742850914598,1.0503705493909148,80.43141590087542,1.7420249516724507e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.29046391510048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.7041776103983,172.7041776103983,172.7041776103983,172.7041776103983,172.7041776103983,172.7041776103983,172.7041776103983,172.7041776103983,172.7041776103983,0.0,9.44230711763494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.98076405871447
2184,100.30000467334544,1.0770934455484698,1.712360304903394,60.75442302864463,254.8181095115945,0.9,9,1.0757719327680306,1.001601433654585,60.75442302864463,2.73556386973816e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.98093391387147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.3190894765708,246.3190894765708,246.3190894765708,246.3190894765708,246.3190894765708,246.3190894765708,246.3190894765708,246.3190894765708,246.3190894765708,0.0,11.206033849231794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.85430464308614
2185,112.9359930311973,0.8117747924975548,0.9518890404981851,67.84411155108496,186.14540053056896,0.9,9,1.0388503592613305,1.0625444074516708,67.84411155108496,9.852766132877973e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.05454544918631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.7950314112771,163.7950314112771,163.7950314112771,163.7950314112771,163.7950314112771,163.7950314112771,163.7950314112771,163.7950314112771,163.7950314112771,0.0,5.274430169306145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.469871523755295
2186,97.10890943287525,1.1258619784375758,0.10100535829903769,51.46425455999138,159.70289209973834,0.9,9,0.9797898390899904,0.904420082828588,51.46425455999138,18.50931324255416,1.0484011642989733e-11,4.304478266485919e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.124348586645127,279.1876017147535,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.7105448354341,311.4210896708682,467.13163450630225,467.13163450630225,467.13163450630225,467.13163450630225,467.13163450630225,467.13163450630225,467.13163450630225,0.0,15.37980873562863,1.07641972392235,1.1998903042782452,0.0,0.0,0.0,0.0,0.0,0.0,9.599122434225963
2187,95.05408186152441,0.7152489406691048,2.344695548034287,77.24080502331306,161.04756947491106,0.9,9,1.0736716061312492,1.070730903293559,77.24080502331306,1.3291305223139565e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.463194686965583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.34088989568409,145.34088989568409,145.34088989568409,145.34088989568409,145.34088989568409,145.34088989568409,145.34088989568409,145.34088989568409,145.34088989568409,0.0,8.828231255186148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.45408129667533
2188,74.64954307861356,1.1903785742503474,0.26553732012544357,54.951749701323756,187.27354334398277,0.9,9,0.9474265938146383,0.9558654426832779,54.951749701323756,1.0688312371675537e-12,1.3991823434509477e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.89443967156888,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.05818060073955,334.1163612014791,334.1163612014791,334.1163612014791,334.1163612014791,334.1163612014791,334.1163612014791,334.1163612014791,334.1163612014791,0.0,1.4050966644211202,2.32195463538467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.736614400769692
2189,75.02803471982797,1.1531008691756273,1.8205710443524792,64.78939840077163,180.06115118502902,0.9,9,1.0595370177036958,0.91348576653413,64.78939840077163,2.005322706567965e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.08604462251304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.96495348718352,187.96495348718352,187.96495348718352,187.96495348718352,187.96495348718352,187.96495348718352,187.96495348718352,187.96495348718352,187.96495348718352,0.0,11.001080568378931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.00972511541038
2190,99.56649164768498,1.0119998860782615,2.269761817247524,66.1085368499027,198.51689165048938,0.9,9,1.0334434884255406,0.9738258000704061,66.1085368499027,6.224669327262447e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.243435944348965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.60309955174725,189.60309955174725,189.60309955174725,189.60309955174725,189.60309955174725,189.60309955174725,189.60309955174725,189.60309955174725,189.60309955174725,0.0,12.438343969427494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.94509572484742
2191,105.44413528424619,0.7071624591257435,1.0767219592105386,49.281196613140224,197.23355449928013,0.9,9,1.0910786398670893,0.9176157676153824,49.281196613140224,7.738026675300561e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.65867186750651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.06610563658398,211.06610563658398,211.06610563658398,211.06610563658398,211.06610563658398,211.06610563658398,211.06610563658398,211.06610563658398,211.06610563658398,0.0,6.6669286229033435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.00235760613007
2192,111.90545098602813,0.7279387952930972,0.7174815844638206,25.981892858908232,191.18599507065647,0.9,9,0.9378255479352762,1.0969346969308398,25.981892858908232,5.1835178765189745e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.80405375943498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.10921258824453,147.10921258824453,147.10921258824453,147.10921258824453,147.10921258824453,147.10921258824453,147.10921258824453,147.10921258824453,147.10921258824453,0.0,2.589766096822098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.307894871398883
2193,87.44753095283488,1.254621898366854,0.9012788628902525,72.68146744031414,169.24320481574355,0.9,9,0.9367912676104778,0.93311906671527,72.68146744031414,2.1717467752891675e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.997855308502942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.91832074412062,152.91832074412062,152.91832074412062,152.91832074412062,152.91832074412062,152.91832074412062,152.91832074412062,152.91832074412062,152.91832074412062,0.0,4.779017820718907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.01116038647016
2194,104.41699144214004,1.0800298456707356,2.18241447601275,55.58898530996984,203.2451312898368,0.9,9,1.0321291981375351,0.9870186432332879,55.58898530996984,1.0877688094169205e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.628472161889913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.28079519016754,191.28079519016754,191.28079519016754,191.28079519016754,191.28079519016754,191.28079519016754,191.28079519016754,191.28079519016754,191.28079519016754,0.0,10.850673469235051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.65606122311546
2195,102.65769817327758,1.0692305579512666,1.6006888229626905,70.20840290218881,166.1816873795752,0.9,9,1.0311611684710957,0.9007619580063522,70.20840290218881,3.551901826631241e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.564641018406416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.21514876636408,171.21514876636408,171.21514876636408,171.21514876636408,171.21514876636408,171.21514876636408,171.21514876636408,171.21514876636408,171.21514876636408,0.0,8.325705691293988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.93135122164588
2196,100.53815326426293,1.2630214851442596,0.4913517046249307,57.52967071670188,187.19473358281047,0.9,9,0.9594727503309624,1.0218810976448423,57.52967071670188,3.509844886856843e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.24039367454732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.18613502383707,158.18613502383707,158.18613502383707,158.18613502383707,158.18613502383707,158.18613502383707,158.18613502383707,158.18613502383707,158.18613502383707,0.0,2.7635403055268744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.87186274974187
2197,91.99385454108418,1.116673269807496,1.5588080180831618,58.778444872541726,216.0982086090218,0.9,9,1.093639074847613,0.9093210381144371,58.778444872541726,1.014357661687736e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.761417432106704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.91089783484068,233.91089783484068,233.91089783484068,233.91089783484068,233.91089783484068,233.91089783484068,233.91089783484068,233.91089783484068,233.91089783484068,0.0,9.446587558091156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0192880228204
2198,101.10177651047653,1.060266164971633,1.3848822252366393,72.4206303625716,174.74893162655798,0.9,9,0.9048204092379921,1.0400223944528757,72.4206303625716,3.828942425168867e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.40006163239139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.82855350464055,136.82855350464055,136.82855350464055,136.82855350464055,136.82855350464055,136.82855350464055,136.82855350464055,136.82855350464055,136.82855350464055,0.0,5.386937854125131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.48244068712617
2199,88.94214690372085,0.7369842216758541,0.5700252278328337,61.97893454836058,160.9527932131,0.9,9,0.9773861409595408,1.042693407921005,61.97893454836058,1.1306008239523381e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.49766034764946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.78461838939333,135.78461838939333,135.78461838939333,135.78461838939333,135.78461838939333,135.78461838939333,135.78461838939333,135.78461838939333,135.78461838939333,0.0,2.446672842401082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.02005558160974
2200,86.8351411697137,0.7289929018655872,0.02653226197455335,64.4512373305143,189.4923559183408,0.9,9,1.0777984945750374,0.9086194934385362,64.4512373305143,50.967023912138536,37.48281049376278,23.9985970753872,10.514383657011447,4.614987968147427e-13,2.2887986019016513e-15,6.073888722624306e-16,0.0,0.0,0.0,8.846968799360145,11.581989989377073,16.805467548619887,31.103687367388233,1159.2317748644807,200.0,50.0,0.0,0.0,0.0,202.2971328211685,404.594265642337,606.8913984635055,809.188531284674,1011.4856641058425,1213.782796927011,1416.0799297481797,1416.0799297481797,1416.0799297481797,0.0,22.866264978327898,19.804938167744293,16.299200985798848,11.84095503105004,0.8239739940874267,0.8502440452449709,0.9583843990753026,0.0,0.0,5.750306394451815
2201,93.95455559120872,0.8615454237124014,2.4629336457233806,56.91221958006645,158.60537766334772,0.9,9,1.0731342444001069,1.0119694379062594,56.91221958006645,1.225951738598073e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.646754274594972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.3725317849816,151.3725317849816,151.3725317849816,151.3725317849816,151.3725317849816,151.3725317849816,151.3725317849816,151.3725317849816,151.3725317849816,0.0,10.334885732843873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.01397159559487
2202,105.18364150631515,0.9412890123647456,1.7026460385883395,50.34964366320431,181.63961580164317,0.9,9,1.096518315138859,0.9359215807644097,50.34964366320431,7.55982926836908e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.398998091626503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.52678238998803,191.52678238998803,191.52678238998803,191.52678238998803,191.52678238998803,191.52678238998803,191.52678238998803,191.52678238998803,191.52678238998803,0.0,8.95026867939827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.55241811458443
2203,109.42393308236518,0.9077676255430075,0.7845482618929,57.20415337526362,193.8456386641155,0.9,9,0.9011531692694875,1.0849655302216923,57.20415337526362,1.1701641860518273e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.11154621080788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.90428137010758,144.90428137010758,144.90428137010758,144.90428137010758,144.90428137010758,144.90428137010758,144.90428137010758,144.90428137010758,144.90428137010758,0.0,3.361147861910383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25033075719345
2204,80.44952113325812,0.7057939436311863,2.0869803736396775,61.868188234593674,208.71730646588435,0.9,9,0.9304208038480675,0.981403606529234,61.868188234593674,2.010821094521931e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.088159876663838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.08721151045233,178.08721151045233,178.08721151045233,178.08721151045233,178.08721151045233,178.08721151045233,178.08721151045233,178.08721151045233,178.08721151045233,0.0,10.42167283053421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7950554748079
2205,110.35022505073348,0.7949507959294483,2.338801252830884,67.60633847741053,176.646783732919,0.9,9,0.9608103611233441,0.9078985119926777,67.60633847741053,2.5668052856390003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.057928362908875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.24749908166478,168.24749908166478,168.24749908166478,168.24749908166478,168.24749908166478,168.24749908166478,168.24749908166478,168.24749908166478,168.24749908166478,0.0,7.296730930620321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.67057837558288
2206,86.25579346619087,1.2205317638880606,1.282791386269386,56.67515323570797,170.29969167520923,0.9,9,0.9633747521562797,0.9637171891457631,56.67515323570797,7.500303485058693e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.70627826501178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.2152612788697,153.2152612788697,153.2152612788697,153.2152612788697,153.2152612788697,153.2152612788697,153.2152612788697,153.2152612788697,153.2152612788697,0.0,5.737050283026478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.6334525472383
2207,94.66994529980951,0.7554829809164866,0.05301155642470412,45.875574739683664,178.13962510677803,0.9,9,1.0688325854628917,0.9261141918098797,45.875574739683664,19.32981579559508,4.619045097111169e-13,1.6261411412090725e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.30369167129726,591.6647065889626,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.03257371939668,370.06514743879336,555.0977211581901,555.0977211581901,555.0977211581901,555.0977211581901,555.0977211581901,555.0977211581901,555.0977211581901,0.0,11.349121257313003,0.6086914196490447,0.7323494256914771,0.0,0.0,0.0,0.0,0.0,0.0,5.858795405531818
2208,97.18354007171486,1.2078717143333684,2.188494524931337,65.03486367753813,201.52244528012363,0.9,9,1.0247177870630433,1.0033629049518227,65.03486367753813,3.122145157093049e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.117287054889747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.230358663506,185.230358663506,185.230358663506,185.230358663506,185.230358663506,185.230358663506,185.230358663506,185.230358663506,185.230358663506,0.0,11.492651215597096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.43386094037386
2209,88.7911054177387,0.8643494077978366,1.539432619381017,63.65729010531418,180.47703418095904,0.9,9,0.9001781737200372,0.9141238222961696,63.65729010531418,1.589357381715117e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.337413362702776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.95134877615,159.95134877615,159.95134877615,159.95134877615,159.95134877615,159.95134877615,159.95134877615,159.95134877615,159.95134877615,0.0,6.853859349801805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.68473414821625
